X18X78,X18X78.25,X18X78.5,X18X78.75,X18X79,X18X79.25,X18X79.5
0.100000001,0.200000003,0.200000003,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,2,3.099999905,2.900000095,0.300000012,0.300000012
2.400000095,5,7.199999809,4.400000095,3,0.400000006,0.600000024
11.30000019,8,1,0.400000006,0.5,0.899999976,1.299999952
3.799999952,0.699999988,1.399999976,1.799999952,1.799999952,1.399999976,1.399999976
27.39999962,14.39999962,0.699999988,5.199999809,9.5,17.39999962,17.39999962
26.89999962,21.29999924,16.89999962,17.89999962,13.89999962,8.800000191,9.100000381
19.60000038,18.10000038,25.20000076,30.20000076,31.39999962,19.20000076,18.60000038
7.699999809,4.699999809,1.899999976,3.700000048,5,6.199999809,6.300000191
0.100000001,0.600000024,0.600000024,0.200000003,0.100000001,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
8.100000381,8.5,8.300000191,5.400000095,1.399999976,1.399999976,1.700000048
23.89999962,19.10000038,15.39999962,9.199999809,7.199999809,1.700000048,1.700000048
5.599999905,8.199999809,14,12.39999962,10.30000019,1.200000048,1.100000024
2.599999905,3.299999952,6,11,14,16.60000038,16.39999962
0,0,0,0.800000012,1.5,2.799999952,2.799999952
9.399999619,10.69999981,12,9.199999809,4.900000095,3.400000095,4
34.40000153,25.70000076,26,34.90000153,36.40000153,26.20000076,25.39999962
16.60000038,24.70000076,23.70000076,9.899999619,2,0.800000012,1.299999952
4.599999905,6.900000095,6,1.600000024,0.800000012,0.100000001,0.600000024
0,0.200000003,0.200000003,0.400000006,0.800000012,1.399999976,1.399999976
0,0.200000003,0.200000003,0,0,0,0
4.900000095,3.099999905,0,0,0,0,0
3.700000048,2.200000048,0.200000003,0,0,0,0
1,0.800000012,2,8.300000191,13.60000038,22.10000038,23.79999924
13.30000019,8.600000381,5.599999905,5.599999905,4.300000191,3,3.099999905
11.60000038,12.5,7.199999809,1.399999976,0.300000012,0,0
5.599999905,4,1,0.200000003,0,0,0.200000003
12.19999981,8.399999619,1.200000048,0.699999988,0.600000024,0.899999976,0.899999976
2.700000048,2.900000095,1.899999976,5.800000191,9.399999619,16.89999962,17
6.699999809,10.60000038,9.600000381,6,3.099999905,4.400000095,4.400000095
24.70000076,33.20000076,33.70000076,13.39999962,2.099999905,0.100000001,0
25.70000076,21.29999924,14.69999981,7.099999905,1.100000024,0,0
65.19999695,54.79999924,28.89999962,13.19999981,1.899999976,0.100000001,0
63.29999924,52.40000153,22.60000038,13.39999962,13.89999962,13.89999962,13.80000019
